WKT,name,description
"POLYGON ((106.9685459 -6.0913575, 106.9684722 -6.0870141, 106.9464996 -6.0467289, 106.8737152 -6.0125865, 106.8053704 -6.0361779, 106.7573052 -6.0614423, 106.7268466 -6.0886264, 106.702814 -6.0961369, 106.6863345 -6.0975024, 106.6938876 -6.1070609, 106.6918277 -6.1138884, 106.6856479 -6.1234467, 106.6911411 -6.1330048, 106.6856479 -6.1411973, 106.6877078 -6.1712355, 106.7083072 -6.1814754, 106.7206668 -6.1889845, 106.7247867 -6.2026372, 106.7172336 -6.2108286, 106.7172336 -6.2217504, 106.7309665 -6.2231156, 106.7412662 -6.2285763, 106.7467594 -6.2394977, 106.747446 -6.247006, 106.7549991 -6.2545142, 106.7501926 -6.2627048, 106.7522525 -6.2708953, 106.759119 -6.2784032, 106.7632388 -6.2865935, 106.7673587 -6.2961486, 106.7735385 -6.3070685, 106.7776584 -6.3179883, 106.8071842 -6.3138934, 106.8058109 -6.3207182, 106.8010043 -6.3282253, 106.8003177 -6.3439217, 106.792078 -6.3466514, 106.7941379 -6.3637121, 106.8071842 -6.3691714, 106.8181705 -6.355523, 106.8291568 -6.3568879, 106.8353366 -6.3527933, 106.8401431 -6.3439217, 106.8470096 -6.3357323, 106.8518161 -6.3418743, 106.8621158 -6.355523, 106.867609 -6.350746, 106.8717288 -6.3589351, 106.8847751 -6.3698538, 106.8978214 -6.368489, 106.9053745 -6.3609824, 106.9163608 -6.3643945, 106.919794 -6.3384621, 106.9211673 -6.3179883, 106.921854 -6.3016086, 106.9122409 -6.3002436, 106.9094943 -6.290006, 106.908121 -6.2797682, 106.9088077 -6.2722604, 106.9026279 -6.2681652, 106.9088077 -6.2572444, 106.9156741 -6.2565619, 106.9184207 -6.2504188, 106.9252872 -6.2545142, 106.9424533 -6.2531491, 106.9424533 -6.247006, 106.94314 -6.2381325, 106.9472598 -6.2278937, 106.9500064 -6.2203852, 106.9603061 -6.2135591, 106.9630527 -6.2067329, 106.9678592 -6.1958109, 106.9699191 -6.184206, 106.9699191 -6.1671394, 106.9719791 -6.1548512, 106.9719791 -6.1425627, 106.9712924 -6.1316393, 106.9706058 -6.1179848, 106.9685459 -6.0913575))",Kota DKI Jakarta ,
